% parameter values,,,,,,,,,,,,,
frameNumber,ancestors,birthframe,box,descendants,divisions,mesh,length,area,polarity,signal0,spots,objects,cellId;
#91, ,1,143;10;94;63, , ,165.615 165.872 168.244 169.61 170.764 171.826 172.824 173.747 174.599 175.402 176.176 176.922 177.649 178.374 179.1 179.829 180.558 181.282 182.006 182.742 183.495 184.267 185.058 185.871 186.704 187.559 188.438 189.337 190.25 191.169 192.086 192.992 193.882 194.75 195.588 196.401 197.195 197.972 198.735 199.495 200.264 201.041 201.821 202.607 203.42 204.26 205.123 206.035 207.007 208.035 209.127 210.309 211.705 213.879 ;46.5004 46.8072 48.5083 48.7402 48.682 48.5331 48.3508 48.125 47.8575 47.5763 47.3061 47.0359 46.7686 46.5317 46.333 46.1703 46.026 45.8686 45.6928 45.5223 45.3752 45.2512 45.1298 45.021 44.9101 44.7667 44.594 44.4678 44.4261 44.4659 44.5968 44.8083 45.0625 45.3469 45.6667 45.9829 46.2759 46.5635 46.8526 47.1309 47.3861 47.6404 47.9223 48.2299 48.5235 48.8159 49.1152 49.3766 49.5804 49.7287 49.8042 49.7522 49.3521 47.6337 ;165.615 165.099 164.764 165.108 165.54 166.061 166.72 167.483 168.331 169.252 170.254 171.327 172.42 173.542 174.69 175.876 177.068 178.281 179.517 180.751 181.983 183.205 184.413 185.6 186.768 187.915 189.039 190.135 191.212 192.277 193.343 194.427 195.528 196.651 197.795 198.944 200.095 201.248 202.394 203.518 204.619 205.698 206.729 207.751 208.725 209.644 210.509 211.326 212.098 212.79 213.389 213.889 214.268 213.879 ; 46.5004 45.6758 43.4153 42.1471 40.9861 39.9095 38.9769 38.1315 37.3506 36.6244 35.9825 35.4322 34.8885 34.378 33.9022 33.5126 33.1303 32.8242 32.6325 32.4924 32.4148 32.4118 32.4804 32.5494 32.6642 32.8422 33.118 33.4685 33.7771 34.0318 34.1878 34.1956 34.1448 34.0774 34.0379 34.1035 34.2672 34.4886 34.7801 35.1611 35.6008 36.076 36.6373 37.1775 37.777 38.4374 39.1463 39.8916 40.6694 41.5426 42.5412 43.68 45.0109 47.6337,52.3164,585.3,1, , , ,11
#91,12,77,168;99;76;65, , ,190.921 193.339 194.646 195.813 196.884 197.896 198.874 199.828 200.75 201.627 202.503 203.367 204.212 205.054 205.882 206.713 207.56 208.422 209.316 210.229 211.144 212.105 213.078 214.074 215.086 216.127 217.102 218.027 218.862 219.542 220.063 220.462 220.403 219.25 ;138.785 141.045 141.291 141.301 141.155 140.927 140.66 140.374 140.063 139.694 139.351 139.005 138.643 138.286 137.901 137.513 137.131 136.742 136.373 135.979 135.521 135.096 134.626 134.136 133.614 133.092 132.413 131.647 130.771 129.738 128.583 127.376 125.693 123.042 ;190.921 190.163 190.599 191.121 191.747 192.454 193.198 193.972 194.784 195.64 196.517 197.417 198.337 199.277 200.249 201.234 202.216 203.207 204.188 205.13 206.046 206.935 207.79 208.628 209.436 210.211 210.976 211.757 212.575 213.443 214.394 215.475 216.839 219.25 ; 138.785 135.667 134.442 133.36 132.447 131.655 130.907 130.185 129.503 128.873 128.256 127.659 127.08 126.527 126.033 125.575 125.136 124.755 124.41 124.044 123.689 123.352 123.017 122.725 122.441 122.151 121.882 121.647 121.449 121.273 121.137 121.088 121.313 123.042,32.5896,364.276,2, , , ,32
#91,12,77,199;107;61;68, , ,233.004 234.816 235.859 236.351 236.621 236.772 236.799 236.708 236.528 236.285 235.975 235.609 235.24 234.826 234.326 233.833 233.288 232.725 232.094 231.322 230.428 229.365 228.114 226.708 223.693 ;152.235 150.852 149.602 148.457 147.337 146.218 145.102 143.993 142.887 141.784 140.689 139.607 138.52 137.449 136.417 135.387 134.391 133.415 132.493 131.676 130.962 130.39 129.974 129.687 130.491 ;233.004 230.501 229.322 228.417 227.674 227.041 226.511 226.076 225.699 225.325 224.937 224.556 224.179 223.792 223.411 223.004 222.605 222.22 221.869 221.579 221.37 221.272 221.341 221.624 223.693 ; 152.235 151.808 151.062 150.27 149.463 148.655 147.847 147.036 146.227 145.434 144.658 143.889 143.125 142.367 141.606 140.853 140.088 139.305 138.486 137.609 136.655 135.599 134.402 133.037 130.491,23.905,236.044,1, , , ,31
#91,13,58,187;28;73;77, , ,209.745 210.434 211.451 212.472 213.517 214.597 215.717 216.867 218.04 219.222 220.406 221.576 222.718 223.826 224.889 225.908 226.9 227.858 228.793 229.721 230.647 231.575 232.517 233.461 234.425 235.411 236.394 237.385 238.38 239.363 240.338 241.318 242.275 243.205 244.115 244.996 245.854 246.683 247.469 248.237 249.01 249.782 250.521 251.217 251.892 252.53 253.113 253.646 254.123 254.521 254.742 254.924 254.983 254.876 254.085 254.064 ;77.2595 79.2917 80.5677 81.4328 82.0493 82.4769 82.7751 82.8657 82.8271 82.6644 82.4145 82.0766 81.6502 81.1701 80.6301 80.0583 79.5073 78.9502 78.4077 77.902 77.4235 76.9694 76.5513 76.1326 75.7459 75.3829 74.9904 74.5842 74.1501 73.6622 73.133 72.5875 71.9913 71.3442 70.6643 69.9486 69.2071 68.4344 67.6211 66.7971 65.9862 65.1813 64.3508 63.4908 62.6249 61.7428 60.8316 59.8991 58.9407 57.94 56.8214 55.6895 54.4733 53.1339 51.2727 51.2424 ;209.745 210.316 211.257 212.202 213.128 214.024 214.882 215.707 216.506 217.289 218.062 218.83 219.603 220.386 221.181 221.985 222.807 223.65 224.507 225.386 226.287 227.187 228.07 228.929 229.757 230.557 231.362 232.162 232.943 233.699 234.433 235.145 235.842 236.532 237.215 237.901 238.585 239.285 239.981 240.672 241.34 241.99 242.631 243.277 243.914 244.545 245.225 245.944 246.702 247.529 248.41 249.349 250.499 251.801 253.557 254.064 ; 77.2595 74.9201 73.5352 72.714 72.1567 71.7437 71.4111 71.1573 70.9785 70.8569 70.7498 70.6268 70.494 70.3348 70.1359 69.881 69.5888 69.2699 68.915 68.5568 68.2081 67.8365 67.4228 66.9627 66.4529 65.9079 65.3995 64.9103 64.4217 63.922 63.4139 62.8938 62.3705 61.8472 61.3215 60.8004 60.274 59.7609 59.2359 58.6968 58.1234 57.525 56.908 56.2857 55.6413 54.9776 54.3375 53.7101 53.0939 52.5131 51.9559 51.4283 51.0516 50.7869 50.8693 51.2424,53.8617,544.774,2, , , ,18
#91,13,58,211;5;49;73, , ,250.055 249.031 247.504 246.277 245.256 244.437 243.812 243.387 243.144 243.164 243.149 242.926 242.569 242.172 241.747 241.32 240.903 240.48 240.042 239.608 239.154 238.641 238.088 237.51 236.919 236.331 235.767 235.233 234.726 234.251 233.844 233.584 233.483 234.557 ;28.2397 28.1007 28.7915 29.5509 30.3539 31.1879 32.043 32.9145 33.7932 34.6971 35.5576 36.3212 37.0006 37.6294 38.2243 38.8118 39.4161 40.0441 40.7017 41.4074 42.1451 42.8775 43.6123 44.3573 45.1156 45.8966 46.7155 47.5744 48.4674 49.3962 50.3911 51.5198 52.7922 55.131 ;250.055 250.116 251.331 252.8 253.476 253.878 254.027 253.998 253.879 253.7 253.462 253.191 252.856 252.429 251.928 251.335 250.661 249.905 249.081 248.245 247.439 246.659 245.876 245.092 244.352 243.608 242.822 241.981 241.109 240.204 239.239 238.188 237.119 234.557 ; 28.2397 28.3196 29.5633 30.8529 31.9854 33.0772 34.1398 35.1915 36.2552 37.3448 38.4665 39.6276 40.8123 41.994 43.1592 44.2792 45.3384 46.3159 47.2051 48.0377 48.8501 49.6452 50.4045 51.1338 51.8768 52.5964 53.2612 53.8617 54.422 54.9433 55.4055 55.7888 56.158 55.131,32.4035,297.757,1, , , ,17
#91,14,90,197;56;63;66, , ,239.499 238.022 236.572 235.339 234.195 233.139 232.173 231.247 230.372 229.536 228.689 227.853 227.006 226.159 225.358 224.586 223.848 223.117 222.421 221.762 221.168 220.639 220.173 219.785 219.513 219.326 219.289 219.499 220.058 ;79.1053 78.3601 78.1855 78.2835 78.5107 78.8658 79.3479 79.8902 80.4959 81.1446 81.7788 82.4198 83.0485 83.6775 84.3516 85.0545 85.7885 86.5242 87.2851 88.0677 88.8909 89.7529 90.6524 91.6101 92.6726 93.8252 95.1395 96.7082 98.6106 ;239.499 240.076 239.945 239.607 239.19 238.715 238.216 237.7 237.158 236.607 236.06 235.506 234.941 234.335 233.732 233.121 232.472 231.813 231.154 230.496 229.815 229.092 228.288 227.378 226.301 224.991 223.426 221.682 220.058 ; 79.1053 80.7885 82.1651 83.2853 84.2928 85.2116 86.0816 86.9185 87.7212 88.5124 89.3098 90.105 90.8908 91.639 92.3886 93.1315 93.8397 94.5433 95.2528 95.9748 96.6925 97.3895 98.0331 98.5921 98.9989 99.1744 99.0848 98.8008 98.6106,27.6321,253.411,2, , , ,34
#91,14,90,195;78;63;73, , ,233.983 235.033 235.517 235.499 235.353 235.136 234.854 234.518 234.152 233.726 233.307 232.903 232.536 232.205 231.885 231.587 231.313 231.042 230.775 230.53 230.293 230.045 229.766 229.443 229.086 228.668 228.175 227.565 226.742 225.099 221.582 ;127.936 126.027 124.454 123.232 122.103 121.032 120.025 119.077 118.175 117.34 116.528 115.734 114.947 114.167 113.406 112.652 111.898 111.146 110.385 109.601 108.793 107.963 107.114 106.249 105.364 104.468 103.568 102.682 101.843 101.224 101.191 ;233.983 231.855 230.443 229.243 228.183 227.22 226.272 225.427 224.678 223.972 223.291 222.599 221.896 221.212 220.577 219.99 219.433 218.94 218.546 218.201 217.892 217.599 217.354 217.208 217.148 217.162 217.265 217.483 217.847 218.551 221.582 ; 127.936 128.282 128.061 127.694 127.226 126.68 126.107 125.439 124.68 123.867 123.011 122.136 121.238 120.3 119.31 118.276 117.216 116.125 115.001 113.875 112.762 111.669 110.589 109.511 108.44 107.377 106.315 105.24 104.134 102.935 101.191,29.8846,320.638,1, , , ,33
#92,2,60,1;26;57;61, , ,9.79114 9.88688 11.2025 12.3524 13.4112 14.4024 15.3354 16.2079 17.018 17.7744 18.4856 19.1586 19.8045 20.4336 21.0533 21.681 22.3198 22.9739 23.6488 24.3522 25.1058 25.8986 26.7184 27.5716 28.4676 29.4071 30.4756 31.7634 34.0264 ;55.2905 55.7372 57.8041 58.7827 59.2671 59.5391 59.7598 59.9636 60.115 60.2363 60.3756 60.5246 60.6702 60.8213 60.9926 61.1607 61.3554 61.5857 61.8501 62.1362 62.409 62.6907 62.9982 63.3181 63.6335 63.9383 64.1166 64.0478 62.286 ;9.79114 9.67536 10.4203 11.2845 12.1785 13.1431 14.1876 15.2999 16.479 17.7102 18.9831 20.2849 21.5991 22.9122 24.2169 25.4747 26.6622 27.7824 28.8486 29.868 30.8229 31.6915 32.4877 33.2144 33.8485 34.3968 34.8282 35.0289 34.0264 ; 55.2905 54.3029 52.5001 51.4749 50.5326 49.8215 49.323 48.9231 48.6726 48.5048 48.4453 48.4749 48.619 48.8584 49.1656 49.625 50.2251 50.9013 51.6019 52.3107 53.0592 53.875 54.7271 55.6076 56.5465 57.5353 58.6203 59.9555 62.286,26.8417,263.739,2, , , ,20
#92,2,60,1;43;64;74, , ,20.9453 23.1861 24.5805 25.7453 26.7159 27.5926 28.4169 29.1892 29.9171 30.6258 31.317 32.0183 32.6923 33.3518 34.0109 34.6637 35.3203 35.9927 36.6594 37.2995 37.918 38.5554 39.1898 39.8214 40.4631 41.0913 41.673 42.1915 42.5788 42.7803 42.7788 42.6218 42.3398 41.8033 40.8483 39.0945 ;93.488 94.5717 94.4716 94.1711 93.702 93.152 92.5552 91.9086 91.2159 90.4976 89.7526 89.0038 88.2177 87.4067 86.5841 85.7455 84.8999 84.0565 83.1981 82.3101 81.3977 80.4878 79.5618 78.6167 77.6566 76.6665 75.6323 74.5551 73.4213 72.2349 71.0178 69.8047 68.6104 67.3994 66.1263 64.6906 ;20.9453 19.6886 19.5027 19.664 19.9911 20.4387 20.9593 21.5211 22.1258 22.7582 23.4277 24.0725 24.7065 25.3419 25.9681 26.5793 27.1654 27.7144 28.2422 28.7372 29.2096 29.6756 30.1234 30.5557 30.9379 31.3046 31.6263 31.9667 32.33 32.7232 33.1637 33.7149 34.4201 35.4322 36.6571 39.0945 ; 93.488 91.4767 89.9758 88.7794 87.7261 86.777 85.8928 85.0485 84.2484 83.4814 82.7579 82.0247 81.2946 80.5779 79.8645 79.1492 78.4239 77.68 76.9313 76.1704 75.4062 74.6522 73.9031 73.1635 72.4157 71.6804 70.9401 70.2191 69.5055 68.7866 68.0528 67.3099 66.5605 65.8416 65.1353 64.6906,34.6491,329.852,1, , , ,19
#92,3,69,8;54;67;70, , ,30.7181 31.8725 33.6928 34.9335 35.959 37.0619 38.0892 39.0235 40.0058 40.9444 41.7779 42.6078 43.4236 44.1632 44.8765 45.6011 46.2926 46.9424 47.5922 48.2253 48.7935 49.3686 49.9745 50.4809 50.9532 51.505 51.879 52.0853 52.4739 52.335 49.9317 ;99.8949 100.628 101.407 101.405 101.094 100.848 100.455 99.9001 99.3638 98.74 97.9755 97.1978 96.4026 95.5387 94.6622 93.8085 92.9393 92.0497 91.173 90.2957 89.385 88.493 87.6347 86.722 85.7991 84.9389 83.9727 82.9066 81.9625 80.6836 77.9593 ;30.7181 30.0905 29.8993 30.3481 31.0135 31.5371 32.1282 32.7612 33.3031 33.9002 34.5353 35.0892 35.6488 36.249 36.7961 37.3253 37.9009 38.4717 39.0198 39.5783 40.136 40.6637 41.1954 41.7809 42.372 42.9236 43.6097 44.4622 45.2419 46.4848 49.9317 ; 99.8949 98.2382 96.3169 95.2565 94.5063 93.6029 92.8322 92.1566 91.4079 90.7587 90.1717 89.5088 88.8577 88.2415 87.5668 86.8661 86.1913 85.4979 84.7733 84.0431 83.2985 82.5196 81.7307 80.9655 80.1918 79.3819 78.6499 78.0175 77.3332 76.9425 77.9593,29.5058,278.352,2, , , ,26
#92,3,69,7;19;72;78, , ,31.0314 29.7956 29.9929 30.4075 30.8909 31.4031 31.9423 32.5056 33.0882 33.6892 34.3123 34.8999 35.4928 36.1045 36.6902 37.2699 37.8283 38.3837 38.9247 39.4642 39.9977 40.5458 41.0986 41.6604 42.2135 42.7466 43.2563 43.7327 44.1931 44.6386 45.0963 45.4987 45.8653 46.2506 46.6589 47.0927 47.6803 48.489 49.5661 50.8672 52.2578 54.6814 ;43.4902 45.653 46.9095 47.8744 48.7293 49.5251 50.2699 50.9758 51.6555 52.3168 52.961 53.6511 54.3436 55.026 55.7413 56.4684 57.2193 57.9754 58.7438 59.5106 60.2757 61.0194 61.7475 62.4565 63.1598 63.8661 64.5803 65.3117 66.0532 66.8086 67.5677 68.3707 69.2104 70.0646 70.9352 71.8215 72.6602 73.4096 74.0324 74.5372 74.9864 74.9106 ;31.0314 32.1294 33.8289 35.0571 36.1417 37.1348 38.0792 39.0121 39.9053 40.7394 41.5377 42.3502 43.1533 43.9206 44.6754 45.4311 46.1797 46.921 47.6437 48.3644 49.0956 49.8093 50.4592 51.1051 51.7511 52.351 52.9411 53.4983 54.0398 54.571 55.0649 55.5407 55.9914 56.3647 56.66 56.9103 57.0658 57.1163 57.0651 56.8608 56.3155 54.6814 ; 43.4902 42.5637 41.8168 41.7311 41.8991 42.2541 42.7284 43.2616 43.8744 44.5737 45.3199 46.0532 46.7955 47.5696 48.3498 49.1234 49.8982 50.6758 51.4671 52.2605 53.0497 53.8613 54.7323 55.6168 56.5131 57.4524 58.4054 59.3829 60.3685 61.3549 62.3521 63.3442 64.3289 65.3253 66.3292 67.3257 68.3435 69.398 70.5006 71.685 73.0437 74.9106,40.3227,403.252,1, , , ,25
#92, ,1,22;1;70;66, , ,46.989 49.2581 51.0742 52.2353 53.128 53.957 54.6518 55.2983 55.9479 56.5351 57.0676 57.6115 58.1773 58.7025 59.2541 59.8382 60.4513 61.0757 61.751 62.4098 63.054 63.6889 64.3328 64.9342 65.5277 66.1628 66.7808 67.3756 67.9656 68.5208 68.9805 69.3414 69.6513 69.5528 67.7393 ;43.378 44.3508 44.3773 43.9616 43.3682 42.7379 42.0225 41.2789 40.5428 39.7687 38.9619 38.1695 37.4 36.6065 35.8367 35.0937 34.3727 33.6566 32.9739 32.2676 31.5387 30.7936 30.0516 29.2733 28.4912 27.7486 26.9939 26.2195 25.4387 24.6233 23.7161 22.7121 21.6545 20.2192 17.224 ;46.989 45.397 44.6441 44.5845 44.7212 44.9964 45.4603 45.9442 46.4514 47.0014 47.6257 48.2137 48.8165 49.4726 50.1081 50.739 51.3719 52.0245 52.6877 53.3407 54.0136 54.6722 55.3034 55.9466 56.6058 57.2705 57.9643 58.7036 59.4389 60.2313 61.1257 62.1182 63.1616 64.598 67.7393 ; 43.378 41.7386 40.0288 38.7858 37.6701 36.6399 35.7305 34.8284 33.9361 33.0672 32.2441 31.3884 30.5356 29.7157 28.8761 28.0304 27.1868 26.3633 25.557 24.7536 23.9774 23.1979 22.3995 21.6111 20.8332 20.0558 19.3009 18.5854 17.8687 17.2068 16.6427 16.1748 15.7609 15.7109 17.224,33.448,355.148,1, , , ,4
#92,6,62,63;88;84;78, , ,85.3433 86.169 87.4944 88.6729 89.7724 90.8462 91.9162 92.9907 94.0615 95.125 96.1802 97.2342 98.3131 99.4071 100.486 101.575 102.624 103.626 104.568 105.46 106.312 107.125 107.913 108.69 109.47 110.239 110.983 111.756 112.534 113.3 114.064 114.851 115.637 116.424 117.231 118.049 118.86 119.628 120.358 121.043 121.684 122.28 122.827 123.333 123.756 124.073 124.284 124.397 124.378 124.078 122.858 ;140.182 141.601 142.603 143.097 143.307 143.406 143.452 143.454 143.374 143.194 142.919 142.575 142.241 141.884 141.436 140.97 140.397 139.737 139 138.222 137.429 136.625 135.829 135.05 134.302 133.557 132.797 132.08 131.376 130.665 129.956 129.272 128.582 127.887 127.198 126.503 125.781 125.001 124.174 123.299 122.385 121.437 120.459 119.462 118.425 117.342 116.224 115.078 113.886 112.559 110.763 ;85.3433 85.3042 85.8452 86.6018 87.4175 88.2754 89.1438 90.0051 90.8588 91.7105 92.5512 93.3774 94.1783 94.9528 95.7146 96.4649 97.1845 97.8908 98.6114 99.3255 100.064 100.825 101.586 102.359 103.131 103.91 104.68 105.421 106.126 106.794 107.454 108.112 108.765 109.417 110.061 110.66 111.24 111.821 112.393 112.987 113.562 114.177 114.803 115.452 116.137 116.856 117.6 118.408 119.324 120.452 122.858 ; 140.182 138.567 136.81 135.802 135.005 134.379 133.829 133.313 132.844 132.446 132.089 131.76 131.428 131.09 130.773 130.466 130.114 129.739 129.371 128.96 128.546 128.12 127.654 127.17 126.657 126.13 125.577 124.98 124.335 123.645 122.943 122.24 121.536 120.842 120.152 119.435 118.72 118.024 117.336 116.677 116.008 115.371 114.735 114.105 113.483 112.859 112.225 111.601 111.012 110.521 110.763,49.3646,474.38,2, , , ,22
#92,6,62,86;61;56;74, , ,113.94 112.45 111.619 110.806 109.971 109.414 109.117 108.896 108.764 108.693 108.622 108.506 108.407 108.335 108.266 108.246 108.271 108.284 108.339 108.407 108.422 108.421 108.46 108.491 108.571 108.768 108.991 109.354 110.229 111.626 111.693 ;83.745 84.4497 85.4527 86.4571 87.4649 88.4763 89.4895 90.5016 91.5086 92.5081 93.5 94.4839 95.4586 96.4231 97.3752 98.3131 99.236 100.142 101.034 101.917 102.788 103.656 104.54 105.442 106.381 107.378 108.416 109.515 110.759 112.142 112.167 ;113.94 115.361 116.341 117.15 117.834 118.337 118.683 118.997 119.208 119.328 119.424 119.519 119.577 119.625 119.68 119.671 119.627 119.581 119.449 119.264 119.123 118.86 118.447 118 117.388 116.467 115.512 114.572 113.223 111.707 111.693 ; 83.745 84.4398 85.4353 86.43 87.4223 88.4111 89.398 90.3857 91.3789 92.3802 93.39 94.4081 95.435 96.4712 97.5188 98.579 99.6532 100.744 101.845 102.954 104.077 105.188 106.266 107.317 108.306 109.186 110.019 110.828 111.519 112.162 112.167,28.7458,255.928,1, , , ,21
#92,7,55,70;54;64;88, , ,104.796 106.432 106.946 106.902 106.764 106.597 106.424 106.233 105.983 105.708 105.484 105.308 105.141 104.954 104.757 104.599 104.48 104.395 104.335 104.285 104.237 104.202 104.188 104.189 104.199 104.232 104.287 104.364 104.463 104.594 104.776 104.994 105.193 105.4 105.661 105.993 106.36 106.715 107.102 107.574 108.018 108.502 108.976 109.503 110.066 110.656 111.202 111.59 111.202 ;119.239 117.22 115.807 114.702 113.665 112.669 111.704 110.777 109.905 109.068 108.228 107.387 106.56 105.755 104.964 104.171 103.376 102.579 101.782 100.986 100.191 99.3962 98.6014 97.8071 97.013 96.2205 95.4312 94.6464 93.8675 93.0995 92.3515 91.6247 90.9026 90.1929 89.5175 88.8906 88.2944 87.6888 87.094 86.5499 85.9426 85.3233 84.6268 83.9201 83.183 82.4081 81.498 80.2902 77.9069 ;104.796 102.354 101.044 99.9276 99.0283 98.2229 97.477 96.8046 96.2092 95.6602 95.1611 94.6755 94.2002 93.7638 93.4242 93.0733 92.7997 92.6012 92.4447 92.2889 92.1722 92.1296 92.1566 92.2362 92.3694 92.5474 92.7606 93.0532 93.4165 93.7782 94.1889 94.6427 95.1318 95.7 96.2981 96.954 97.6599 98.4586 99.363 100.311 101.346 102.398 103.449 104.521 105.709 106.927 108.245 109.582 111.202 ; 119.239 119.435 119.011 118.475 117.803 117.055 116.246 115.37 114.432 113.449 112.425 111.381 110.317 109.226 108.093 106.954 105.788 104.604 103.412 102.22 101.021 99.8152 98.606 97.3974 96.1916 94.9899 93.7918 92.6053 91.4339 90.2629 89.1023 87.9511 86.8056 85.6842 84.5676 83.4718 82.3981 81.3862 80.4687 79.6179 78.8948 78.2493 77.6679 77.1838 76.9419 76.8392 76.9687 77.1828 77.9069,47.9846,479.015,2, , , ,16
#92,7,55,70;40;81;60, , ,127.472 128.052 127.559 126.872 126.126 125.337 124.495 123.589 122.624 121.609 120.562 119.494 118.4 117.276 116.121 114.953 113.768 112.563 111.339 110.104 108.861 107.618 106.384 105.157 103.944 102.76 101.605 100.484 99.383 98.3198 97.293 96.3268 95.4295 94.6024 93.8747 93.2674 92.7885 92.7827 93.1627 ;73.9475 71.6767 70.2384 69.2684 68.4259 67.6482 66.9431 66.334 65.8088 65.359 64.9486 64.5508 64.1812 63.8704 63.6369 63.4211 63.2297 63.0964 63.0415 63.038 63.0844 63.2363 63.4694 63.6981 63.9791 64.3582 64.7866 65.27 65.7543 66.2869 66.8538 67.4959 68.2122 68.9914 69.8817 70.9196 72.1315 74.144 74.8252 ;127.472 126.249 124.882 123.691 122.599 121.566 120.584 119.639 118.72 117.823 116.95 116.097 115.262 114.44 113.626 112.823 112.035 111.262 110.497 109.74 108.989 108.242 107.494 106.746 105.999 105.249 104.488 103.713 102.928 102.127 101.307 100.476 99.6022 98.6665 97.7027 96.6746 95.4333 93.2029 93.1627 ; 73.9475 76.091 76.7898 77.0626 77.1132 77.0582 76.9327 76.7771 76.6219 76.4711 76.3129 76.1502 75.9863 75.8352 75.7103 75.6005 75.4897 75.3532 75.2508 75.1821 75.1337 75.082 75.0559 75.0779 75.1503 75.2527 75.3643 75.4914 75.6513 75.8304 76.0264 76.2637 76.4784 76.6455 76.8319 76.9655 76.7732 74.8792 74.8252,36.78,375.388,1, , , ,15
#92,8,70,78;107;71;83, , ,124.661 122.366 121.159 120.191 119.267 118.374 117.538 116.734 115.954 115.191 114.447 113.733 113.03 112.347 111.663 111 110.363 109.688 109.02 108.365 107.689 107.018 106.42 105.813 105.218 104.702 104.207 103.754 103.35 102.924 102.561 102.218 101.84 101.526 101.221 100.914 100.68 100.499 100.387 100.362 100.44 100.654 100.996 101.819 103.487 ;129.983 128.894 129.197 129.693 130.221 130.77 131.366 131.993 132.648 133.329 134.041 134.791 135.562 136.359 137.162 137.986 138.835 139.66 140.497 141.35 142.199 143.06 143.977 144.893 145.821 146.795 147.777 148.776 149.792 150.791 151.813 152.839 153.847 154.88 155.917 156.953 158.017 159.097 160.193 161.303 162.425 163.559 164.7 165.943 167.295 ;124.661 126.213 126.149 125.902 125.59 125.23 124.762 124.265 123.726 123.172 122.616 122.059 121.52 121.001 120.483 119.974 119.452 118.959 118.471 118.003 117.549 117.117 116.679 116.262 115.84 115.419 115.011 114.569 114.145 113.711 113.263 112.804 112.384 111.956 111.534 111.04 110.549 110.062 109.539 108.897 108.308 107.684 107.005 106.243 103.487 ; 129.983 132.035 133.274 134.369 135.414 136.424 137.345 138.238 139.088 139.912 140.721 141.515 142.312 143.115 143.911 144.708 145.489 146.287 147.081 147.881 148.681 149.487 150.281 151.083 151.877 152.672 153.475 154.266 155.072 155.88 156.688 157.495 158.321 159.144 159.968 160.762 161.556 162.351 163.139 163.899 164.691 165.492 166.298 167.1 167.295,43.5251,438.812,2, , , ,28
#92,8,70,86;138;59;62, , ,117.96 119.558 120.811 121.553 121.979 122.208 122.308 122.304 122.228 122.079 121.858 121.642 121.451 121.265 121.064 120.809 120.57 120.36 120.164 119.978 119.794 119.578 119.327 119.048 118.689 118.301 117.75 116.819 114.881 ;187.296 186.552 185.309 184.145 183.02 181.91 180.81 179.725 178.658 177.622 176.628 175.665 174.733 173.84 172.988 172.178 171.389 170.607 169.823 169.025 168.203 167.348 166.455 165.523 164.553 163.555 162.531 161.48 160.401 ;117.96 116.398 114.939 113.964 113.123 112.423 111.861 111.387 110.956 110.564 110.21 109.834 109.502 109.179 108.907 108.742 108.58 108.518 108.572 108.719 108.994 109.335 109.751 110.265 110.955 111.727 112.468 113.315 114.881 ; 187.296 187.133 186.395 185.58 184.757 183.927 183.084 182.228 181.359 180.468 179.544 178.594 177.597 176.559 175.471 174.33 173.164 171.968 170.76 169.562 168.388 167.253 166.163 165.117 164.119 163.155 162.206 161.27 160.401,27.3905,262.457,1, , , ,27
#92,9,74,116;46;62;77, , ,141.356 143.997 145.236 146.237 147.127 147.91 148.631 149.312 149.95 150.556 151.158 151.745 152.301 152.816 153.304 153.784 154.23 154.602 154.992 155.227 155.433 155.567 155.631 155.612 155.512 155.379 155.244 155.084 154.888 154.695 154.52 154.28 153.901 153.439 152.788 149.731 ;100.575 101.181 100.788 100.272 99.6945 99.0461 98.3442 97.5948 96.7943 95.9476 95.0686 94.152 93.1898 92.1797 91.1317 90.056 88.9444 87.7887 86.625 85.4096 84.1898 82.964 81.7431 80.5354 79.3502 78.1967 77.077 75.9898 74.9341 73.9063 72.9009 71.9143 70.9427 69.9777 69.0142 68.1874 ;141.356 139.395 138.889 138.836 138.913 139.092 139.344 139.637 139.958 140.344 140.688 141.036 141.398 141.745 142.081 142.398 142.666 142.913 143.158 143.392 143.587 143.771 143.927 144.107 144.282 144.427 144.532 144.614 144.702 144.809 144.932 145.124 145.415 145.804 146.49 149.731 ; 100.575 98.7019 97.3533 96.2235 95.1444 94.1119 93.1191 92.156 91.2215 90.341 89.4599 88.6061 87.7872 86.9886 86.2118 85.4526 84.6973 83.9548 83.2261 82.5015 81.7669 81.0227 80.2587 79.4756 78.6632 77.8172 76.9379 76.0278 75.0889 74.1248 73.1408 72.1419 71.1337 70.1232 69.1134 68.1874,34.3105,355.472,2, , , ,30
