% parameter values,,,,,,,,,,,,,
frameNumber,ancestors,birthframe,box,descendants,divisions,mesh,length,area,polarity,signal0,spots,objects,cellId;
#1, ,1,156;9;74;59, , ,178.376 179.969 181.422 182.614 183.697 184.742 185.734 186.678 187.571 188.417 189.227 189.994 190.721 191.418 192.092 192.751 193.403 194.058 194.72 195.398 196.096 196.82 197.571 198.355 199.18 200.05 200.965 201.929 202.972 204.157 205.547 207.394 ;42.883 44.6523 45.454 45.6546 45.6212 45.5414 45.4095 45.2556 45.0855 44.9136 44.7732 44.639 44.5059 44.3912 44.2943 44.2138 44.1623 44.1434 44.147 44.1747 44.2362 44.3117 44.4137 44.5373 44.6683 44.7972 44.9347 45.0567 45.0752 44.8095 44.0735 42.1576 ;178.376 178.178 178.633 179.236 179.948 180.704 181.513 182.38 183.316 184.325 185.392 186.519 187.727 188.966 190.242 191.562 192.893 194.222 195.538 196.825 198.084 199.312 200.485 201.611 202.666 203.638 204.536 205.362 206.118 206.801 207.354 207.394 ; 42.883 40.6436 39.2328 38.167 37.3278 36.5434 35.8085 35.1147 34.4798 33.9115 33.3758 32.8877 32.5551 32.2276 31.9473 31.8528 31.85 31.8912 32.0382 32.3094 32.5947 32.9111 33.3374 33.8026 34.365 35.0294 35.7564 36.5483 37.4215 38.4135 39.6978 42.1576,30.6632,310.255,1, , , ,11
#1, ,1,176;106;79;59, , ,197.686 197.753 199.067 200.213 201.309 202.361 203.391 204.399 205.384 206.344 207.278 208.188 209.083 209.963 210.834 211.696 212.552 213.4 214.242 215.078 215.911 216.745 217.582 218.421 219.256 220.091 220.928 221.765 222.608 223.467 224.34 225.247 226.194 227.182 228.213 229.345 230.608 232.57 232.587 ;136.173 136.594 138.651 139.552 140.095 140.359 140.533 140.658 140.747 140.802 140.816 140.796 140.786 140.753 140.747 140.746 140.744 140.751 140.77 140.796 140.815 140.824 140.829 140.862 140.942 141.056 141.202 141.386 141.598 141.82 142.064 142.287 142.476 142.63 142.73 142.631 142.239 140.229 140.206 ;197.686 197.686 198.338 199.179 200.047 200.945 201.874 202.834 203.824 204.841 205.885 206.963 208.065 209.184 210.314 211.45 212.592 213.741 214.894 216.049 217.204 218.348 219.477 220.601 221.714 222.816 223.913 224.985 226.018 227.024 227.998 228.909 229.756 230.553 231.299 231.989 232.563 232.599 232.587 ; 136.173 136.149 133.749 132.651 131.748 131.029 130.447 129.969 129.57 129.213 128.897 128.693 128.558 128.498 128.474 128.444 128.45 128.493 128.568 128.684 128.854 129.12 129.455 129.783 130.132 130.497 130.851 131.26 131.741 132.241 132.761 133.376 134.073 134.827 135.648 136.567 137.741 140.161 140.206,36.2103,363.069,1, , , ,12
#1, ,1,198;22;62;78, , ,219.6 220.559 221.826 222.978 224.098 225.193 226.282 227.39 228.503 229.623 230.736 231.846 232.953 234.041 235.123 236.191 237.252 238.289 239.255 240.199 241.11 241.977 242.837 243.703 244.563 245.405 246.197 246.919 247.629 248.3 248.915 249.502 250.051 250.528 250.955 251.306 251.644 251.914 252.127 252.296 252.38 252.363 252.207 251.797 250.875 249.391 248.59 ;73.671 75.0199 76.1169 76.6787 77.039 77.2122 77.2631 77.2775 77.1891 77.0136 76.7194 76.3474 75.9176 75.4104 74.8725 74.2968 73.6993 73.057 72.3106 71.5464 70.7514 69.9163 69.0834 68.2593 67.4242 66.566 65.6565 64.6898 63.7141 62.7119 61.6767 60.6314 59.5717 58.4866 57.3913 56.2799 55.1817 54.0771 52.9717 51.8695 50.7592 49.6392 48.5049 47.3363 46.0807 44.7246 44.5376 ;219.6 219.796 220.512 221.316 222.137 222.979 223.83 224.672 225.499 226.31 227.101 227.865 228.603 229.318 230.021 230.704 231.364 232.013 232.648 233.27 233.889 234.498 235.087 235.645 236.164 236.657 237.123 237.581 238.012 238.434 238.826 239.181 239.536 239.893 240.259 240.6 240.898 241.243 241.633 242.063 242.617 243.27 244.009 244.867 246.004 248.453 248.59 ; 73.671 71.6477 70.3102 69.3771 68.5665 67.9228 67.4064 66.9635 66.5749 66.236 65.9244 65.6051 65.2692 64.9195 64.5649 64.1854 63.7731 63.345 62.8936 62.4173 61.9274 61.4151 60.8743 60.2978 59.6868 59.0577 58.4125 57.7666 57.1022 56.4317 55.7404 55.0241 54.3013 53.5702 52.8301 52.0644 51.2667 50.4698 49.6707 48.8669 48.0807 47.3004 46.5179 45.7377 44.9937 44.5183 44.5376,45.0053,461.72,1, , , ,13
#1, ,1,198;70;59;75, , ,230.756 228.6 227.287 226.324 225.52 224.805 224.234 223.69 223.256 222.874 222.528 222.204 221.873 221.679 221.506 221.344 221.227 221.167 221.203 221.321 221.471 221.674 221.939 222.268 222.651 223.027 223.63 224.279 225.005 225.802 226.7 227.771 229.094 231.401 ;91.8546 92.0164 92.6918 93.4593 94.2734 95.1229 96.0296 96.9669 97.9574 98.9845 100.042 101.126 102.231 103.377 104.542 105.723 106.924 108.14 109.366 110.591 111.811 113.02 114.209 115.373 116.504 117.614 118.63 119.591 120.484 121.312 122.074 122.757 123.346 123.594 ;230.756 232.543 233.559 233.984 234.226 234.332 234.347 234.326 234.295 234.239 234.178 234.143 234.114 234.074 234.045 234.031 234.03 234.039 234.056 234.097 234.139 234.197 234.263 234.328 234.39 234.465 234.549 234.617 234.683 234.725 234.682 234.345 233.34 231.401 ; 91.8546 93.0765 94.3824 95.5329 96.6323 97.6856 98.6975 99.6789 100.634 101.559 102.46 103.344 104.206 105.045 105.867 106.673 107.463 108.24 109.007 109.769 110.531 111.298 112.074 112.865 113.679 114.517 115.383 116.291 117.238 118.23 119.282 120.457 121.869 123.594,32.6995,342.066,1, , , ,14
#2, ,1,1;123;55;77, , ,16.7065 18.6 19.7021 20.5526 21.1241 21.513 21.8128 21.9779 22.0706 22.1431 22.2095 22.2634 22.315 22.3658 22.4335 22.5186 22.5925 22.6689 22.8049 22.9911 23.1436 23.3645 23.6298 23.9199 24.1871 24.4807 24.8167 25.2059 25.5991 26.0321 26.4291 26.8254 27.2375 27.6046 28.0022 28.4025 28.8093 29.2666 29.7286 30.2057 30.6721 31.1627 31.6607 32.1423 32.5969 33.0226 33.2733 33.3385 33.1537 31.2904 ;190.488 189.882 188.854 187.834 186.826 185.829 184.842 183.868 182.905 181.953 181.011 180.079 179.159 178.252 177.359 176.48 175.611 174.754 173.913 173.088 172.26 171.447 170.642 169.839 169.022 168.203 167.392 166.594 165.791 165 164.19 163.377 162.572 161.743 160.93 160.117 159.305 158.519 157.728 156.934 156.118 155.301 154.47 153.609 152.713 151.783 150.723 149.536 148.189 145.796 ;16.7065 14.9959 13.8001 12.8857 12.1696 11.7408 11.3878 11.1533 11.0236 10.9763 10.9796 10.975 10.9602 10.9907 11.0634 11.1688 11.2786 11.456 11.6225 11.8146 12.0897 12.402 12.7153 13.0638 13.4449 13.8113 14.2363 14.6283 15.0448 15.4814 15.8806 16.3679 16.8593 17.4117 17.9702 18.5423 19.1038 19.7416 20.3815 21.0116 21.6959 22.3839 23.0728 23.7791 24.5319 25.36 26.2904 27.4242 28.7065 31.2904 ; 190.488 189.977 189.01 188.035 187.049 186.048 185.036 184.011 182.973 181.924 180.866 179.798 178.718 177.627 176.526 175.416 174.295 173.172 172.039 170.903 169.779 168.667 167.559 166.468 165.397 164.328 163.289 162.246 161.22 160.208 159.183 158.2 157.22 156.272 155.328 154.392 153.451 152.562 151.683 150.811 149.992 149.196 148.421 147.681 146.992 146.374 145.837 145.442 145.141 145.796,48.4597,502.165,1, , , ,1
#2, ,1,1;30;58;78, , ,23.3983 21.8614 21.1376 21.1864 21.4017 21.6786 22.0058 22.401 22.7987 23.1984 23.5547 23.8755 24.1928 24.4618 24.7231 24.9919 25.2547 25.4818 25.6833 25.8642 26.042 26.2122 26.344 26.4349 26.5092 26.5921 26.6763 26.7491 26.8343 26.9421 27.0648 27.2348 27.5639 28.1983 29.2176 31.3364 ;53.3158 54.7891 56.4679 57.6345 58.6813 59.6676 60.5928 61.441 62.2514 63.0237 63.7856 64.5363 65.2671 66.0066 66.7444 67.4832 68.2334 69.0047 69.7931 70.598 71.4182 72.2566 73.1172 73.9987 74.8986 75.8155 76.7491 77.6985 78.6625 79.6388 80.6241 81.6163 82.6178 83.6318 84.6578 85.7096 ;23.3983 25.1668 26.882 27.9853 28.9388 29.7995 30.5743 31.3036 32.0139 32.7164 33.3394 33.9196 34.4185 34.8342 35.193 35.444 35.6819 35.9477 36.1739 36.3126 36.3963 36.4342 36.4452 36.4411 36.4206 36.3838 36.3214 36.1842 36.0016 35.899 35.8409 35.688 35.1635 34.5129 33.5419 31.3364 ; 53.3158 52.5931 52.6475 53.1088 53.6799 54.3331 55.0707 55.8708 56.7199 57.6136 58.59 59.6192 60.7085 61.8434 63 64.1853 65.3608 66.5181 67.6769 68.8426 70.0031 71.1532 72.2884 73.4068 74.5083 75.5934 76.6625 77.7161 78.7537 79.7795 80.7976 81.8078 82.8034 83.7903 84.7668 85.7096,34.3599,321.259,1, , , ,2
#2, ,1,15;30;58;80, , ,39.5478 40.2791 42.0187 43.3303 44.2443 44.9461 45.6989 46.4452 47.0152 47.4472 47.8707 48.2595 48.5577 48.8387 49.1521 49.4157 49.5895 49.7537 49.9307 50.0571 50.161 50.306 50.3957 50.3017 50.1087 49.9569 49.7919 49.5415 49.2949 49.0713 48.7349 48.308 47.9049 47.3505 46.4015 45.0638 42.8693 ;86.9301 87.0332 86.7036 86.1856 85.4855 84.6767 83.8663 83.0242 82.0828 81.066 80.0271 78.9599 77.8541 76.7373 75.6228 74.4937 73.3488 72.2044 71.0622 69.9161 68.769 67.621 66.4707 65.3307 64.2112 63.1082 62.0266 60.976 59.9464 58.9328 57.9508 56.9937 56.0407 55.1129 54.2412 53.4204 52.718 ;39.5478 38.8491 37.8507 37.3127 37.26 37.4873 37.579 37.5591 37.7022 37.9941 38.2274 38.4166 38.6413 38.8012 38.8402 38.8945 39.0124 39.0534 38.9997 38.9807 38.9995 38.9427 38.8531 38.8412 38.8368 38.7348 38.6346 38.6234 38.573 38.4608 38.4786 38.6769 38.8801 39.1 39.6968 40.8996 42.8693 ; 86.9301 86.4074 84.8794 83.554 82.4491 81.482 80.479 79.4586 78.5335 77.6883 76.8406 75.9958 75.1742 74.3432 73.4921 72.6515 71.8233 70.9829 70.1332 69.2879 68.4431 67.5946 66.7447 65.8861 65.0128 64.1293 63.2269 62.2936 61.3437 60.3831 59.3888 58.357 57.3173 56.2717 55.1727 53.9929 52.718,35.197,331.99,1, , , ,3
#2, ,1,22;1;71;66, , ,46.588 49.7154 51.0225 52.0021 52.8377 53.6025 54.3184 54.9976 55.6465 56.2586 56.8256 57.4051 57.975 58.5012 59.0629 59.6427 60.2677 60.9292 61.5844 62.2558 62.9358 63.5931 64.2434 64.8894 65.5159 66.1334 66.7634 67.4105 68.0624 68.7049 69.287 69.819 70.2571 70.5386 70.5636 68.8432 ;42.9928 44.3307 44.0454 43.5179 42.8869 42.2076 41.4964 40.7626 40.0126 39.2432 38.4497 37.6748 36.9012 36.1009 35.3326 34.5811 33.8668 33.1818 32.489 31.805 31.1215 30.4108 29.6883 28.9585 28.2096 27.4525 26.7081 25.9798 25.2544 24.5156 23.713 22.8557 21.9016 20.7921 19.4325 16.3893 ;46.588 44.7846 44.4418 44.5184 44.7819 45.1833 45.6614 46.1561 46.6698 47.2231 47.7935 48.4191 49.0515 49.7259 50.4058 51.0742 51.7244 52.3497 52.983 53.662 54.3454 55.0137 55.6749 56.3756 57.0763 57.7656 58.4583 59.1749 59.9134 60.6728 61.4699 62.3338 63.2912 64.3449 65.6636 68.8432 ; 42.9928 40.7366 39.2584 38.0888 37.0529 36.1125 35.223 34.3405 33.4652 32.6105 31.7588 30.9381 30.1138 29.3148 28.5155 27.7045 26.8783 26.0324 25.1959 24.4035 23.6228 22.8366 22.0497 21.3011 20.5543 19.7967 19.0405 18.3057 17.5935 16.906 16.261 15.687 15.2094 14.8296 14.708 16.3893,34.7988,357.975,1, , , ,4
#2, ,1,27;144;71;56, , ,52.4769 54.9195 56.2041 57.1384 57.9277 58.6259 59.2555 59.8281 60.3315 60.7809 61.2445 61.7262 62.2231 62.7259 63.2323 63.7608 64.3172 64.8867 65.4646 66.0406 66.6158 67.1817 67.7283 68.3043 68.8773 69.4502 70.0303 70.616 71.215 71.8369 72.4538 73.0951 73.7617 74.4458 75.1144 75.3226 75.2746 ;193.237 193.358 192.789 192.118 191.428 190.741 190.061 189.388 188.706 188.013 187.334 186.668 186.008 185.347 184.682 184.026 183.388 182.758 182.137 181.517 180.906 180.3 179.69 179.133 178.595 178.074 177.573 177.078 176.582 176.084 175.497 174.853 174.134 173.312 172.301 169.753 169.554 ;52.4769 50.8701 49.7707 49.3604 49.2498 49.3136 49.4681 49.6889 50.0277 50.5071 51.0414 51.6542 52.2665 52.9274 53.6112 54.3243 55.0268 55.7937 56.5904 57.3959 58.2341 59.0898 59.9892 60.9191 61.9035 62.9166 63.9665 65.0757 66.2384 67.3935 68.587 69.8023 70.9947 72.2275 73.5244 75.2428 75.2746 ; 193.237 191.951 190.543 189.345 188.209 187.092 185.967 184.833 183.72 182.655 181.607 180.601 179.597 178.628 177.682 176.762 175.838 174.97 174.13 173.298 172.491 171.692 170.924 170.172 169.469 168.788 168.148 167.603 167.176 166.783 166.547 166.477 166.493 166.783 167.43 169.505 169.554,34.6131,351.526,1, , , ,5
#2, ,1,66;82;75;80, , ,88.5204 89.606 91.0218 92.1949 93.2986 94.3535 95.4126 96.4747 97.5236 98.5562 99.591 100.646 101.661 102.671 103.65 104.627 105.564 106.465 107.35 108.2 109.011 109.815 110.601 111.3 111.913 112.543 113.142 113.7 114.241 114.779 115.309 115.826 116.291 116.705 117.11 117.443 117.768 117.995 118.139 118.218 118.202 118.049 117.711 117.054 115.998 114.359 114.172 ;137.583 138.966 139.726 139.928 139.958 139.85 139.714 139.536 139.27 138.91 138.496 138.063 137.504 136.897 136.215 135.512 134.746 133.932 133.101 132.237 131.342 130.446 129.541 128.575 127.564 126.583 125.598 124.602 123.609 122.62 121.629 120.63 119.602 118.547 117.483 116.387 115.287 114.159 113.018 111.877 110.736 109.597 108.457 107.301 106.113 104.855 104.826 ;88.5204 88.0436 88.5739 89.2574 89.9913 90.7717 91.5634 92.3409 93.1205 93.8959 94.6552 95.4093 96.1383 96.8201 97.4669 98.0922 98.7139 99.3076 99.8565 100.395 100.905 101.408 101.899 102.364 102.804 103.218 103.612 104.005 104.41 104.79 105.153 105.498 105.85 106.211 106.566 106.92 107.232 107.54 107.901 108.318 108.727 109.208 109.814 110.645 111.785 114.171 114.172 ; 137.583 135.359 134.068 133.126 132.31 131.624 130.999 130.391 129.845 129.351 128.884 128.465 128.048 127.593 127.117 126.634 126.16 125.656 125.103 124.539 123.942 123.332 122.702 122.04 121.346 120.619 119.865 119.098 118.326 117.535 116.733 115.926 115.128 114.34 113.555 112.774 111.981 111.185 110.396 109.603 108.787 107.957 107.119 106.284 105.469 104.826 104.826,44.6091,441.967,1, , , ,6
#2, ,1,72;45;73;79, , ,99.3838 101.531 102.581 103.372 103.936 104.307 104.623 104.907 105.155 105.353 105.547 105.803 106.072 106.298 106.533 106.805 107.109 107.434 107.8 108.209 108.622 109.054 109.484 109.972 110.462 110.989 111.517 112.073 112.651 113.249 113.879 114.514 115.157 115.796 116.465 117.149 117.835 118.538 119.248 119.959 120.674 121.393 122.098 122.187 ;101.608 100.759 99.7689 98.7813 97.8078 96.8586 95.9422 95.0633 94.222 93.4131 92.6338 91.8891 91.1679 90.4517 89.7477 89.0628 88.3954 87.7391 87.1018 86.4862 85.869 85.2568 84.6342 84.0454 83.4481 82.8751 82.2947 81.7355 81.1973 80.6777 80.1949 79.7146 79.2379 78.7466 78.2935 77.8548 77.3913 76.9186 76.3957 75.7809 75.0635 74.2367 73.2542 70.3831 ;99.3838 97.557 96.5111 95.6298 95.0127 94.6174 94.3242 94.0679 93.9144 93.8921 93.9883 94.2033 94.4576 94.7266 95.0554 95.4859 95.9439 96.4739 97.0389 97.6757 98.3392 99.0509 99.8259 100.641 101.491 102.36 103.236 104.134 105.087 106.067 107.057 108.092 109.128 110.188 111.254 112.329 113.441 114.594 115.757 116.907 118.078 119.286 120.598 122.187 ; 101.608 100.729 99.7241 98.7159 97.693 96.6454 95.5654 94.447 93.2928 92.1116 90.914 89.7147 88.511 87.3 86.0944 84.9141 83.7401 82.5945 81.4665 80.3802 79.316 78.2893 77.3164 76.3862 75.4973 74.6382 73.7941 72.9768 72.2261 71.5162 70.8273 70.2112 69.6099 69.0577 68.5253 68.0252 67.6252 67.3652 67.2113 67.1237 67.2117 67.5484 68.3528 70.3831,42.7535,446.479,1, , , ,7
#2, ,1,83;117;60;80, , ,112.429 110.65 109.43 108.523 107.821 107.319 106.868 106.55 106.33 106.143 105.973 105.837 105.732 105.67 105.66 105.686 105.744 105.842 105.947 106.106 106.357 106.601 106.858 107.204 107.533 107.888 108.302 108.674 109.059 109.495 109.989 110.564 111.165 111.843 112.664 113.673 116.259 116.427 ;139.914 140.43 141.357 142.299 143.253 144.221 145.201 146.201 147.22 148.256 149.308 150.376 151.459 152.557 153.667 154.789 155.921 157.061 158.208 159.357 160.492 161.624 162.743 163.826 164.888 165.916 166.896 167.854 168.776 169.655 170.497 171.31 172.118 172.923 173.716 174.494 174.957 174.948 ;112.429 114.433 115.622 116.354 116.838 117.178 117.396 117.542 117.647 117.715 117.811 117.926 118.028 118.096 118.152 118.205 118.266 118.323 118.375 118.459 118.552 118.658 118.799 118.997 119.225 119.427 119.639 119.924 120.185 120.369 120.482 120.512 120.393 120.156 119.66 118.81 116.744 116.427 ; 139.914 140.647 141.716 142.762 143.796 144.818 145.826 146.819 147.797 148.759 149.706 150.639 151.556 152.458 153.345 154.219 155.08 155.93 156.772 157.606 158.438 159.273 160.113 160.957 161.816 162.708 163.63 164.562 165.533 166.555 167.618 168.713 169.844 170.988 172.167 173.394 174.855 174.948,35.7077,375.258,1, , , ,8
#2, ,1,122;32;60;79, , ,148.044 148.993 150.608 151.643 152.37 152.975 153.52 153.977 154.378 154.723 155.029 155.474 155.906 156.437 157 157.507 157.941 158.294 158.581 158.839 159.028 159.13 159.136 159.089 159.072 158.998 158.801 158.583 158.34 158.044 157.596 156.977 156.211 155.309 154.27 151.984 ;88.0637 88.2598 87.6303 86.8649 86.0376 85.1965 84.354 83.4958 82.6235 81.7309 80.8179 79.935 79.0282 78.125 77.1957 76.2071 75.1568 74.05 72.9014 71.7277 70.5301 69.318 68.1043 66.9035 65.7216 64.559 63.4248 62.3204 61.2478 60.2106 59.2192 58.2731 57.362 56.473 55.5953 54.8604 ;148.044 147.564 146.079 145.24 144.878 144.787 144.843 144.977 145.153 145.341 145.54 145.766 145.965 146.173 146.339 146.472 146.575 146.667 146.751 146.834 146.917 146.994 147.04 147.045 147.056 147.124 147.173 147.178 147.173 147.156 147.262 147.441 147.75 148.383 149.411 151.984 ; 88.0637 87.9108 86.524 85.289 84.1547 83.0689 82.0059 80.9554 79.9141 78.8786 77.8525 76.8475 75.855 74.8944 73.9569 73.0506 72.1767 71.3374 70.5264 69.7372 68.9613 68.1885 67.4081 66.6141 65.8035 64.97 64.1108 63.2266 62.3148 61.3758 60.3962 59.3841 58.3395 57.2509 56.1239 54.8604,34.2424,335.204,1, , , ,9
#2, ,1,134;55;60;80, , ,160.388 159.595 158.596 157.926 157.236 156.776 156.56 156.509 156.57 156.694 156.895 157.184 157.421 157.639 157.823 158.011 158.221 158.396 158.53 158.663 158.797 158.928 159.059 159.172 159.253 159.311 159.366 159.443 159.528 159.658 159.8 159.979 160.282 160.668 161.186 161.972 163.043 164.9 165.448 ;77.3928 77.8726 79.1219 80.3019 81.4999 82.6663 83.7952 84.8967 85.9724 87.0253 88.0425 89.014 89.9766 90.9196 91.8475 92.752 93.6321 94.5061 95.3778 96.241 97.0983 97.954 98.8098 99.6696 100.536 101.409 102.292 103.188 104.101 105.034 105.987 106.96 107.952 108.957 109.971 110.99 112.01 113.032 113.058 ;160.388 161.364 162.907 163.9 164.759 165.575 166.309 166.921 167.447 167.923 168.329 168.69 169.075 169.426 169.802 170.122 170.371 170.609 170.877 171.098 171.252 171.389 171.521 171.627 171.728 171.824 171.836 171.731 171.633 171.478 171.266 170.973 170.601 170.136 169.474 168.586 167.536 165.521 165.448 ; 77.3928 77.4722 78.1444 78.9361 79.7464 80.548 81.3498 82.1683 83.0052 83.8611 84.7502 85.6724 86.6117 87.5866 88.5791 89.6095 90.6761 91.7583 92.8441 93.9474 95.0667 96.1896 97.3127 98.4379 99.5612 100.681 101.797 102.903 103.989 105.056 106.102 107.127 108.134 109.127 110.11 111.087 112.066 113.039 113.058,36.5334,381.436,1, , , ,10
#2, ,1,155;10;74;59, , ,177.604 178.215 179.982 181.268 182.417 183.498 184.519 185.492 186.421 187.301 188.127 188.919 189.664 190.377 191.064 191.729 192.382 193.032 193.69 194.361 195.048 195.759 196.497 197.264 198.067 198.921 199.824 200.764 201.745 202.798 203.985 205.418 206.934 ;43.7341 44.4854 45.9547 46.355 46.4583 46.4432 46.344 46.2088 46.0602 45.8966 45.7093 45.5577 45.3911 45.2509 45.1388 45.0454 44.9666 44.9027 44.8492 44.8438 44.8913 44.9597 45.0609 45.2009 45.3594 45.4958 45.6183 45.7579 45.8774 45.873 45.5373 44.5273 42.7395 ;177.604 177.353 177.642 178.158 178.806 179.54 180.327 181.165 182.065 183.029 184.066 185.143 186.315 187.524 188.776 190.086 191.414 192.746 194.071 195.382 196.663 197.905 199.109 200.253 201.339 202.343 203.267 204.124 204.914 205.638 206.303 206.807 206.934 ; 43.7341 42.5891 40.8126 39.5426 38.5548 37.7224 36.9591 36.236 35.5706 34.9567 34.4188 33.8706 33.4895 33.1139 32.7842 32.6463 32.5915 32.6121 32.7042 32.8634 33.1166 33.4485 33.7995 34.2411 34.7279 35.3226 35.9981 36.7161 37.5039 38.3836 39.3776 40.7987 42.7395,31.0222,313.83,1, , , ,11
#2, ,1,175;107;80;59, , ,196.811 197.336 198.538 199.678 200.767 201.819 202.852 203.865 204.857 205.823 206.767 207.692 208.598 209.487 210.361 211.221 212.07 212.91 213.744 214.572 215.398 216.224 217.054 217.888 218.733 219.583 220.432 221.291 222.169 223.069 223.985 224.929 225.906 226.929 227.995 229.109 230.37 232.031 232.252 ;137.05 138.183 139.633 140.563 141.074 141.323 141.483 141.594 141.664 141.687 141.697 141.702 141.704 141.706 141.695 141.674 141.665 141.677 141.676 141.681 141.693 141.716 141.758 141.821 141.889 141.992 142.149 142.335 142.525 142.729 142.964 143.195 143.404 143.542 143.592 143.51 142.983 141.253 140.7 ;196.811 197.047 197.851 198.71 199.582 200.486 201.424 202.383 203.367 204.377 205.419 206.488 207.577 208.684 209.806 210.944 212.093 213.248 214.408 215.571 216.732 217.881 219.011 220.133 221.24 222.337 223.422 224.469 225.47 226.438 227.375 228.253 229.091 229.882 230.624 231.323 231.98 232.261 232.252 ; 137.05 136.013 134.493 133.432 132.505 131.808 131.299 130.85 130.46 130.117 129.864 129.671 129.52 129.394 129.302 129.276 129.296 129.354 129.443 129.57 129.747 130.015 130.354 130.678 131.027 131.37 131.719 132.144 132.64 133.151 133.667 134.26 134.891 135.593 136.397 137.322 138.396 140.589 140.7,36.6189,365.682,1, , , ,12
#2, ,1,196;23;64;77, , ,218.78 219.934 221.109 222.205 223.306 224.42 225.555 226.699 227.851 229.01 230.18 231.349 232.491 233.598 234.695 235.76 236.771 237.761 238.723 239.662 240.573 241.457 242.333 243.19 244.038 244.881 245.697 246.444 247.144 247.82 248.444 249.004 249.536 250.042 250.456 250.774 251.089 251.336 251.558 251.692 251.701 251.643 251.452 251.022 250.123 247.92 ;73.8869 75.893 77.0646 77.5386 77.8581 78.0485 78.149 78.1083 77.9566 77.72 77.4395 77.0991 76.6482 76.1104 75.5567 74.9493 74.2653 73.5667 72.8455 72.1057 71.3406 70.5472 69.7469 68.9221 68.0805 67.2229 66.3276 65.3676 64.3679 63.3506 62.3022 61.2229 60.1394 59.0544 57.944 56.8158 55.7084 54.5982 53.4996 52.3941 51.2743 50.1584 49.0321 47.873 46.6321 45.1258 ;218.78 219.329 220.176 221.041 221.902 222.756 223.591 224.402 225.189 225.95 226.681 227.394 228.083 228.76 229.436 230.108 230.774 231.428 232.072 232.715 233.348 233.967 234.561 235.131 235.671 236.172 236.632 237.093 237.523 237.93 238.309 238.664 239.003 239.32 239.621 239.921 240.272 240.627 241.008 241.435 241.95 242.562 243.261 244.14 245.317 247.92 ; 73.8869 71.5287 70.4121 69.5478 68.855 68.3273 67.9038 67.5461 67.2286 66.9261 66.6052 66.2895 65.9462 65.5899 65.2318 64.8562 64.4527 64.0139 63.5432 63.0593 62.5521 62.0234 61.466 60.8891 60.2916 59.6704 59.0275 58.3968 57.7507 57.0917 56.4146 55.7196 55.0068 54.2723 53.5156 52.7409 51.9646 51.1682 50.3596 49.5444 48.7326 47.9235 47.1129 46.3211 45.5746 45.1258,44.8433,465.191,1, , , ,13
#2, ,1,198;70;59;77, , ,229.689 227.836 226.383 225.426 224.6 223.856 223.257 222.773 222.364 221.992 221.68 221.398 221.095 220.852 220.708 220.612 220.559 220.543 220.58 220.681 220.853 221.108 221.444 221.788 222.206 222.705 223.278 223.936 224.627 225.404 226.338 227.465 228.766 230.94 ;92.9617 93.1773 93.8569 94.6517 95.4788 96.334 97.2398 98.193 99.1867 100.213 101.277 102.37 103.483 104.628 105.803 106.998 108.205 109.423 110.647 111.872 113.09 114.29 115.462 116.613 117.719 118.771 119.762 120.686 121.56 122.372 123.106 123.763 124.36 124.625 ;229.689 231.589 232.617 233.195 233.44 233.57 233.622 233.631 233.571 233.488 233.442 233.432 233.431 233.42 233.414 233.435 233.474 233.517 233.555 233.593 233.638 233.686 233.743 233.832 233.96 234.074 234.149 234.229 234.322 234.354 234.228 233.939 233.215 230.94 ; 92.9617 94.0601 95.328 96.4934 97.5798 98.6314 99.6502 100.64 101.591 102.513 103.418 104.304 105.167 106.004 106.82 107.621 108.407 109.181 109.947 110.71 111.474 112.246 113.032 113.832 114.649 115.5 116.398 117.332 118.297 119.312 120.402 121.558 122.86 124.625,32.6295,343.592,1, , , ,14
